Video ID,Video Title,Timestamp,query
Z717N4DSZmw,AVEPOINT STOCK AVPT CRAZY UPSIDE! (GOLDMAN SACHS) UPGRADE! MICROSOFT PARTNER! 10X!,2021-07-21T14:18:55Z,microsoft stock
bWRcK6Cfv38,Apple Stock vs Google Stock vs Microsoft Stock vs Amazon Stock 2000 - 2021 | Bar Chart Race,2021-01-26T10:02:10Z,microsoft stock
u1egtH9nA84,"How to Day Trade Large Cap Stocks (Airbnb, Apple &amp; Microsoft) (Options &amp; Stocks)",2021-01-24T17:00:18Z,microsoft stock
-Mhr5aHbVFI,"Swing Trading Breakout Stocks: $MSFT, $AAPL, $NVDA | Get Technical | Benzinga Stock Market Live",2021-04-09T14:38:41Z,microsoft stock
i06q2gJBzPI,Microsoft Stock Analysis 2021 | MSFT Q2 Earnings Review,2021-02-10T13:00:11Z,microsoft stock
pLrv2lOjQP0,MSFT Stock Forecast for 2021 | Can Microsoft maintain Azure growth rate into 2022?,2021-02-02T00:00:06Z,microsoft stock
bnAuCHDytYo,Microsoft Surpasses Apple - Market Mondays w/ Ian Dunlap,2021-11-08T21:00:12Z,microsoft stock
3X6I6CjQVyI,"Jim Cramer: Micron&#39;s strong data center business is bullish for Amazon, Microsoft and Alphabet",2021-12-22T00:44:17Z,microsoft stock
52ixsNCQLhY,"$RBLX, $MSFT, $NFLX | Options Technically...Options | Stock Market Live 🚨",2021-08-20T22:12:13Z,microsoft stock
9RsSgkiQuG4,𝐌𝐈𝐂𝐑𝐎𝐒𝐎𝐅𝐓 𝐀𝐂𝐂𝐄𝐒𝐒: 𝐒𝐓𝐎𝐂𝐊 𝐌𝐎𝐍𝐈𝐓𝐎𝐑𝐈𝐍𝐆 𝐒𝐘𝐒𝐓𝐄𝐌|𝐒𝐓𝐄𝐏 𝐁𝐘 𝐒𝐓𝐄𝐏 𝐓𝐔𝐓𝐎𝐑𝐈𝐀𝐋 𝐅𝐈𝐍𝐀𝐋,2021-01-01T18:20:58Z,microsoft stock
qJdryG7RlGo,"Microsoft&#39;s Cloud Momentum Will Hold Up, Analyst Newman Says",2021-04-27T21:45:50Z,microsoft stock
Qp-zPHdbKNI,"Morning Stock Movers: Coinbase, Clover, Microsoft, Riot Blockchain",2021-06-23T12:11:08Z,microsoft stock
9kMHj9h8ZWE,"Microsoft beats Q3 revenue expectations on strength of cloud and PC sales, stock down after hours",2021-04-27T21:04:29Z,microsoft stock
yC9je5lGmZ8,"If You Invested $1000 In Microsoft Stock Back In 2013, You Would Be Ballin&#39; Now 🤑",2021-12-28T17:53:04Z,microsoft stock
n23cnBBke-8,"Weak Stock Market Closes Continue; Deckers Steps Up While Microsoft, AMD Set Up",2021-09-14T20:12:34Z,microsoft stock
Nphpy0PH2BE,Microsoft Dynamics 365 Business Central Demo Series: Smart Inventory Management,2021-03-09T12:56:37Z,microsoft stock
bG7YtZj1-6c,Microsoft and Google are destinations for talent: Alliance Bernstein VP,2021-12-06T20:23:18Z,microsoft stock
t0UxYQvjNTg,"Update on Tesla, Apple, Bitcoin, Amazon, Disney, Microsoft, Oil, and Travel Stocks",2021-05-19T23:48:07Z,microsoft stock
8NDfyYlN2-k,Why this analyst raised his price target on Microsoft,2021-01-27T14:35:24Z,microsoft stock
CfC5ZXiNzyw,"Morning Stock Movers: Apple, Microsoft, Carnival, United Airlines",2021-07-08T12:01:57Z,microsoft stock
KfE1Qc3YMqw,Microsoft Financial Stock Review: The Best Stock Money Can Buy: $MSFT,2021-07-24T15:00:09Z,microsoft stock
n5lLPZ5AGVs,Microsoft&#39;s story continues to be cloud: Analyst,2021-10-27T16:00:33Z,microsoft stock
ACud7JyuNss,Wedbush&#39;s Ives Calls Microsoft&#39;s Earnings &#39;Stellar&#39;,2021-07-27T21:48:31Z,microsoft stock
G-mQVBVH1JY,Can Microsoft Become The First $10 Trillion Dollar Company?,2021-11-18T07:54:48Z,microsoft stock
w-EAR7xr6Cs,Microsoft Excel STOCKHISTORY Function - How to Get Stock History Data Automatically in Excel 365,2021-08-25T22:04:16Z,microsoft stock
Pb5uUbwhdOI,Is Microsoft Stock a BUY &amp; HOLD Forever? Price Prediction + MSFT Stock Analysis,2021-04-05T22:30:21Z,microsoft stock
-52yZsBA4fA,WATCH LIVE: Microsoft $MSFT Q4 2021 Earnings Call | Stock Market Live 🚨,2021-07-27T22:38:28Z,microsoft stock
C8yb6ZwJNSw,"FAANG and Big Tech Stocks: Analyzing the Outlook for MSFT, AMZN, AAPL",2021-10-27T15:13:06Z,microsoft stock
r3W-S7wiCXo,Buy Microsoft Now or Wait? Stock Analysis Quarter 2 2021 (MSFT),2021-01-27T23:36:29Z,microsoft stock
p4qf7HAafRA,STOCKS TO WATCH! MY WATCHLIST $TSLA $LCID $NET $MSFT $U $BROS $TDOC $AMC  $GME LUS MUCH MORE,2021-10-31T21:41:32Z,microsoft stock
OjflBI7deso,"Stock Picks: AMD, MSFT, NVDA",2021-10-04T21:54:45Z,microsoft stock
eRcdvThGuQ0,🔴Stock Market Live! TSLA FB GOOGL TWTR AMD MSFT HOOD Earnings! SHIB ATH. Options Earnings Strategies,2021-10-26T22:30:40Z,microsoft stock
ppclLLrAfAU,Stock vs Gcam Episode 3: Microsoft Surface Duo | Photo &amp; Video Comparison!,2021-07-30T13:00:35Z,microsoft stock
AiNXTKoH1cc,Is Microsoft still the BEST Tech Stock? Microsoft (MSFT) Stock Analysis,2021-10-28T18:00:07Z,microsoft stock
CIyvJVge_gQ,MSFT Stock - Still Not Buying - here is why!!!,2021-10-27T20:00:02Z,microsoft stock
NEh7wNW4688,ALL IN IRNT STOCK: Partnership With Microsoft Intelligent Security Association (MISA),2021-10-27T19:19:10Z,microsoft stock
c5kPLmxIPMU,MICROSOFT HUGE SQUEEZE COMING!🚀20% UPSIDE! [UNDERVALUED STOCK TO INVEST IN 2021],2021-01-23T18:53:46Z,microsoft stock
FopVL3j76-Q,"AAPL, MSFT, GOOGL, AMZN, FB, TSLA, NVDA: Top Performing Stocks In XOUT Capital&#39;s Portfolio",2021-11-05T21:55:24Z,microsoft stock
c8GgBJP_85M,MSFT Stock - WOULD I BE BUYING?!,2021-12-30T23:00:17Z,microsoft stock
WerZ4U3VgA4,Yahoo Finance&#39;s Company of the Year: Microsoft,2021-12-06T14:37:35Z,microsoft stock
50FYgiXoel8,4 Top Growth Stock Earnings To Watch October 2021 | Microsoft Google Stock?,2021-10-24T22:14:42Z,microsoft stock
aY7aq8VMT0Q,Microsoft Buy Back - Market Mondays w/ Ian Dunlap,2021-10-21T13:00:02Z,microsoft stock
cTdqNTOQwF0,"Microsoft leads S&amp;P, Nasdaq to record high",2021-10-29T22:12:40Z,microsoft stock
iMZw9LwQ8Xo,"Microsoft Access |How to create Stock Tracking System Part 5 |System Login(Subtitles-English,Hindi)",2021-02-20T03:01:39Z,microsoft stock
YchQnbRBIEw,Microsoft (MSFT) Fundamental Stock Analysis - Value Investing - Tech Stock,2021-05-09T11:45:01Z,microsoft stock
EII3F3orh8s,Microsoft Stock Profit and Loss Analysis YTD 2021 using Python,2021-05-18T05:42:41Z,microsoft stock
8Z031Lptzgg,"Detailed Microsoft stock analysis. Fundamentals, Intrinsic Value &amp; More Microsoft stock buy or sell?",2021-03-15T14:16:05Z,microsoft stock
4jnwNs_kmCA,MSFT Stock | Microsoft Corp. Q3 2021 Earnings Call,2021-04-27T23:23:40Z,microsoft stock
v-ufX0O8brY,"APPLE,Tesla,Microsoft කොටස් ගත්ත අයට|US stock Market",2021-08-17T10:57:22Z,microsoft stock
GxAtvPzgT74,Why I invested 63000 $ in MICROSOFT stock !,2021-07-04T14:43:50Z,microsoft stock
w7undBoX04c,Metaverse Update | Microsoft Stock and Meta Platform News,2021-11-02T19:56:19Z,microsoft stock
u2Po9sftp4k,"Alphabet posts earnings beat, Microsoft smashes expectations",2021-10-27T14:30:09Z,microsoft stock
XaFmnnOZ14g,I Re Created Everything Money Stock Analyzer Tool in Microsoft Excel DON&#39;T SUE ME BRO,2021-09-07T15:30:09Z,microsoft stock
7279RWCU-BA,MSFT Stock | Microsoft Stock Dividend And Fundamental Analysis,2021-09-15T18:00:03Z,microsoft stock
BJQCiMpLfuI,Microsoft Stock Analysis July 2021 | Is Microsoft Stock Still A Buy?,2021-07-02T14:00:03Z,microsoft stock
ZCKm0LnkOLk,"💰📈စတော့ရှယ်ယာစျေးကွက်, Stock Market Today, Alibaba &amp; Microsoft Stock",2021-04-13T01:34:10Z,microsoft stock
kxTniT85Z4o,How Do MICROSOFT Restricted Stock Units (RSUs) Work? 👍 Leverage Your RSUs,2021-09-29T18:05:12Z,microsoft stock
7pOrd_2KpFQ,"What&#39;s Online Brokers? stocks of Amazon, Tesla, Microsoft ምስ እዚኦም  ከመይ ገርና ገንዘብና ነዋፍር።",2021-03-18T11:08:18Z,microsoft stock
KSTs1QQza2o,"I Bought $17,000 Worth of Microsoft Shares 2 Years Ago #investing #microsoft #crypto",2021-12-25T02:36:33Z,microsoft stock
50A5UF3apz4,"I&#39;m selling Microsoft for Alibaba, New Oriental Education | BABA Stock | EDU Stock",2021-10-13T19:42:13Z,microsoft stock
vE61DwywQjk,Google vs Apple vs Microsoft - Which is the better stock?,2021-08-25T16:30:03Z,microsoft stock
r9nePQNu2Os,"Microsoft unveils $60 billion stock buyback plan, appoints Brad Smith as Vice Chair",2021-09-15T14:49:47Z,microsoft stock
j63fB9pKJqo,"🔴Stock Market Live! MSFT GOOGL BA AMD HOOD KO ENPH Earnings Option Strategies, fun, and more!",2021-10-27T17:59:01Z,microsoft stock
Amp9GBIy7jk,MSFT Stock | Microsoft Corporation Q1 2022 Earnings Call,2021-10-27T12:24:34Z,microsoft stock
wVBFN-5DUos,"Microsoft Access | How to create Stock Tracking System Part 4 (Subtitles-English,Hindi,Urdu,others)",2021-02-15T21:22:08Z,microsoft stock
0whuNNMiA2U,Apple vs Microsoft ($MSFT or $AAPL): Which Is Better? - In Depth Fundamental Analysis,2021-04-04T16:30:48Z,microsoft stock
WkUB1SheKpI,"Microsoft Squeeze Trade Fires Again - 12 Winners, 0 Losers (Past 5 Yrs)",2021-03-17T17:06:34Z,microsoft stock
nLhiza4YVY8,Microsoft Stock - DCF Valuation and Technical Analysis,2021-09-27T23:37:54Z,microsoft stock
8iMOtxUdt0Q,"GameStop Earnings, Volkswagen vs Tesla, Microsoft &amp; Discord, QuantumScape (Stock Market News)",2021-03-23T14:15:00Z,microsoft stock
_q9_qysWKk4,Dividend Power - If You Invested In Microsoft (MSFT) How Much Could You Get In Dividends?,2021-10-09T02:53:47Z,microsoft stock
9ovnJpADEfk,"GOOGL, AMZN, MSFT, FB: FAANG+ Friday Stocks",2021-12-17T22:33:52Z,microsoft stock
tO5ojbl_Kx0,"Where are stocks headed today? TSLA, AMD, MSFT, SHIB",2021-10-27T14:49:39Z,microsoft stock
WkvRDM3lJ24,SIMPLE Apple &amp; Microsoft LEAPS Options | AAPL MSFT Stock,2021-11-20T15:15:01Z,microsoft stock
DnvcbRCPMEY,Valuation: Microsoft (MSFT) Company Overview and DCF Stock Valuation - Part 2,2021-03-29T14:00:04Z,microsoft stock
vcpaXWWivjA,Nextech AR Solutions Co Sell Partner with Microsoft (NEXCF Stock),2021-06-12T23:01:09Z,microsoft stock
Mg7nEicJznI,"Microsoft Stock - CEO Dumps his shares, what now??? | #MSFT",2021-12-01T00:00:17Z,microsoft stock
jkc5pou6jug,Stock Market OPEN | Big Earnings WEEK AMD Microsoft Apple Google,2021-07-28T03:14:26Z,microsoft stock
E08lqn1g9R0,Microsoft Stock Price Target - MSFT Stock Update,2021-10-15T17:23:05Z,microsoft stock
LdB6nynAIcU,Is Microsoft Stock a Good Buy (MSFT)? | Microsoft Stock Analysis 2021,2021-01-09T13:00:11Z,microsoft stock
a9i3tZaOtB0,"Ford (F), Caterpillar (CAT), Microsoft (MSFT) Stocks: The Big 3",2021-10-28T18:48:37Z,microsoft stock
kJiG-VKJZgY,Stocks Trading | IQ Option Tamil | Microsoft Stocks | Stop Loss Tricks,2021-09-16T14:56:42Z,microsoft stock
lBtj_735CQA,"$17,000 Profit from Microsoft MSFT Stock Options to grow a Small Account",2021-10-30T16:18:06Z,microsoft stock
thir2sP0kgc,"Stock Picks MSFT, CRM, AMZN and Sector Picks XLK, XLRE, XBI",2021-06-10T18:07:08Z,microsoft stock
WllBuBcdc_Q,MSFT Stock | Microsoft Corp. Q4 2021 Earnings Call,2021-07-28T01:20:20Z,microsoft stock
U5jCuFW7v6k,Microsoft Rumored Bethesda Level Acquisition | Update ATVI Activision,2021-09-18T16:33:11Z,microsoft stock
B_CVqokBGck,Microsoft: Software Empire | MSFT Stock | Invested,2021-12-07T19:40:42Z,microsoft stock
22JIVUYQTmM,Stock Trading Ideas for $MSFT (Microsoft Corporation) NASDAQ | UltraAlgo,2021-12-23T19:16:17Z,microsoft stock
evD7kbEXMfc,ANÁLISE DE MICROSOFT - Stock Express (MSFT),2021-02-18T22:45:00Z,microsoft stock
zkWoKuX_pgE,Microsoft: Xbox Series X/S Console Stock Update + Xbox Q2 21 stunning growth!,2021-01-27T16:25:50Z,microsoft stock
GSfbaZsja4w,Option Trade: Adding Bullish Exposure To Your Portfolio With Microsoft Stock,2021-03-24T18:06:40Z,microsoft stock
r4MhyXe9Tmo,"Stocks To Watch: AMZN, LULU, GPN, MSFT",2021-06-07T17:41:04Z,microsoft stock
9hS2CDWUNy4,Microsoft Stock- Robinhood,2021-07-11T00:07:06Z,microsoft stock
LJSJs9apvX0,Stocks and Shares. Stock History function in Microsoft Excel.  Stock History,2021-01-29T10:17:14Z,microsoft stock
2giJeVodMXM,Microsoft Stock Analysis [Is Tech Giant MSFT A Buy Right Now?],2021-04-16T19:49:10Z,microsoft stock
uMDsq9pvVy4,TOP STOCKS ANALYSIS! Salesforce Stock News | PINS &amp; Apple Stock Forecast | Microsoft Stock Update,2021-05-05T14:30:13Z,microsoft stock
ClMdLSBrsHQ,How to Buy and Sell Microsoft Stocks from India | How to Buy and Sell Microsoft Shares from India,2021-07-28T21:22:21Z,microsoft stock
DIsQZX7IksE,"AMC, GAMESTOP, MICROSOFT, STARBUCKS, PALANTIR =  STOCK MARKET AFTER HOURS",2021-01-27T15:22:24Z,microsoft stock
vXHKYmtaxIo,"The Big 3: Microsoft (MSFT), Affirm (AFRM), Exxon Mobil (XOM)",2021-10-14T18:36:56Z,microsoft stock
T26ilD3quEk,📈STOCK MARKET CRUSHING EARNINGS!🚀DAY TRADE LIVE! $TSLA $AMD $MSFT💰,2021-10-28T03:10:07Z,microsoft stock
gTRhI91H0HY,Microsoft Stock ($MSFT) Technical Analysis 2021: Is Microsoft Stock A Buy Now?,2021-07-22T14:00:13Z,microsoft stock
5KMjGSIZkGo,Microsoft Stock outlook #pnwinvestments #microsoft  #nasdaq,2021-10-02T11:54:09Z,microsoft stock
pAqpOwvBIG0,Conversations about The Microsoft Cloud with Grupo Bimbo,2021-11-02T14:00:20Z,microsoft stock
-WEm0O_zSVE,"MSFT, COST, HD, JBHT, VVV, ON: Stocks Making All-Time Highs",2021-11-18T23:26:45Z,microsoft stock
IykmK_REfuk,How to update stock levels in MIcrosoft Access.  Update stock,2021-06-21T06:00:03Z,microsoft stock
xEV-kh98Chg,"Tech Stock Picks: NOW, PANW, FTNT, MSFT, CRM",2021-11-12T19:56:30Z,microsoft stock
Mi0Zxni07hw,"Alphabet (GOOGL), Microsoft (MSFT), Home Depot (HD) Stock Picks",2021-11-19T23:18:58Z,microsoft stock
mPm3XuByvmU,MSFT Price Predictions - Microsoft Stock Analysis for Thursday,2021-12-16T09:30:18Z,microsoft stock
IKHv1NvEDZc,🌎 MICROSFT (MSFT) - Analise Completa da MICROSOFT (MSFT MSFT34),2021-08-16T22:30:10Z,microsoft stock
QALrCAEDKaU,$MSFT - Microsoft Earnings Review: What Will Matter Most,2021-01-20T13:02:34Z,microsoft stock
88xZsVEX4zM,MICROSOFT STOCK (MSFT) Price Predictions Using Technical Analysis!,2021-12-02T01:23:14Z,microsoft stock
DA1tOBgFWAw,Stock Market OPEN | Big Earnings WEEK AMD Microsoft Apple Google SHOP SPOT,2021-07-29T03:16:22Z,microsoft stock
FI4mTQxZHQw,Microsoft CEO Sells 50% of His Stake ($MSFT),2021-12-01T00:37:44Z,microsoft stock
Vi3u5BATtoU,"MSFT, GOOGL, CAN, INTU, NKE, GWRE: Stock Picks",2021-11-01T14:40:40Z,microsoft stock
aSJGiWUPNvM,Microsoft CEO Satya Nadella named chairman of the board,2021-06-17T04:20:46Z,microsoft stock
L60UZ622M8Q,#008 - MSFT Stock | Microsoft Analysis: My Most SERIOUS Position Yet! | Value Town Fund,2021-10-19T21:45:32Z,microsoft stock
MuMdNkn8x84,This Canadian stock is a great alternative to Microsoft,2021-09-19T15:04:59Z,microsoft stock
ktJZVMk88qM,Microsoft: The Inevitable Business | MSFT Stock | Invested,2021-10-29T02:11:19Z,microsoft stock
MkryGzISqHA,Microsoft Video Editor stock music - &quot;Clown Parade&quot;,2021-04-20T11:59:47Z,microsoft stock
G0jS0kRoT34,Option Trade: Gaining Yield From Microsoft Stock With Covered Calls,2021-07-28T19:06:39Z,microsoft stock
9XTmpmITVgg,#Shorts Microsoft MSFT 10 day stock charts ahead of earnings report - one minute stonks,2021-04-27T14:41:10Z,microsoft stock
gQDyWeAcKuo,Could Microsoft Actually Be a Buy? | MSFT Stock Analysis,2021-12-02T01:08:32Z,microsoft stock
vmVoiFuTU6o,Church &amp; Dwight and Microsoft shares views about ITC Infotech,2021-05-03T07:56:49Z,microsoft stock
XKdTf75Zt38,MSFT Stock | Microsoft Corp. Q2 2021 Earnings Call,2021-01-27T00:53:52Z,microsoft stock
1jnfZaEyseE,Why Apple &amp; Microsoft Stock Keep SURGING | AAPL MSFT Stock,2021-12-10T20:23:46Z,microsoft stock
QVv2zzS62XY,MSFT Price Predictions - Microsoft Stock Analysis for Monday,2021-12-12T00:45:01Z,microsoft stock
pwErSVZWm8E,"Tech Stock Trades Today: $AAPL, $GOOL, $MSFT, $FB, $AMZN",2021-01-25T14:13:09Z,microsoft stock
NcKO0rFZ-FI,MicroVision Stock Explodes - MVIS stock higher thanks to microsoft,2021-04-01T09:20:10Z,microsoft stock
bXOWkJv_x6c,How to Update individual records FEES and Stock Updates Examples in Microsoft Access.,2021-07-15T10:17:59Z,microsoft stock
TFWV1GXL0XY,I Got Microsoft Stock For FREE On WEBULL WHEEL SPIN!!!,2021-05-20T00:12:04Z,microsoft stock
9_2lvOllDxs,Valuation: Microsoft (MSFT) Company Overview and Stock Valuation - Part 1,2021-03-29T14:00:02Z,microsoft stock
J_SkvHB40QY,Takeaways From Last Friday&#39;s Stock Market Sell-Off &amp; MSFT Stock,2021-11-29T16:40:29Z,microsoft stock
sJbyuZCc3sQ,"BIG TECH STOCK ANALYSIS (AMZN, AAPL, TSLA, FB, MSFT, GOOG)",2021-11-30T21:52:10Z,microsoft stock
LR-yeIorALQ,Microsoft Stock Analysis - MSFT Stock Prediction - Microsoft stock analysis best stocks to buy now,2021-10-28T02:00:43Z,microsoft stock
CweqrKJ2c84,Microsoft’s Next Gamechanger + What It Means For MSFT Stock| Microsoft Cloud PC 2021,2021-07-01T14:00:05Z,microsoft stock
7a4JSYILgKk,MSFT Price Predictions - Microsoft Stock Analysis for Tuesday,2021-12-14T11:00:02Z,microsoft stock
pW_qf0wHiIg,Is Microsoft Stock a Buy Now ? - MSFT Stock Analysis - Tech Stocks 2021- Metaverse Stocks,2021-11-30T04:20:32Z,microsoft stock
1Rt2wbgiNcU,"Stocks on the Move! Robinhood (HOOD), Twitter (TWTR), Microsoft (MSFT), Alphabet (GOOG) &amp; More | EP1",2021-10-25T02:24:28Z,microsoft stock
n5Ey8KX5cBc,Microsoft Access Sales System  Project |  How to update stock individually and report for Restocking,2021-10-23T05:53:08Z,microsoft stock
m-oQiq27Ddg,Is Microsoft Stock A Buy? | MSFT Stock Analysis | Portfolio Analysis Episode 21,2021-07-10T13:00:30Z,microsoft stock
oxLPPzNzs0U,"TOL, MSFT, AU Stocks: The Big 3",2021-12-21T21:47:57Z,microsoft stock
C-E-koWCBDs,Stock Ticker App for Microsoft Teams | Easily monitor market performances and trends in Teams!,2021-07-26T16:21:08Z,microsoft stock
b2MZ9Z6qVcs,"BIG TECH STOCK ANALYSIS( AMZN, AAPL, FB, MSFT, GOOG, TSLA) WILL THIS BULLISH RALLY CONTINUE ?",2021-11-29T22:02:39Z,microsoft stock
7jjvwp6tehc,"FOMC Announcement Preview &amp; Stock Picks: MSFT, TGT",2021-09-15T18:24:45Z,microsoft stock
rFrvqqqLfAc,"Microsoft BUYS Nuance , Is DISCORD Next? is MSFT collecting Voice Data? Microsoft stock, MSFT",2021-04-12T20:12:01Z,microsoft stock
xxDXU78Ji0w,Microsoft Access - Aula 11 - Gestão de Stock (Consultas de Atualização),2021-05-05T16:04:32Z,microsoft stock
69cLVyBUwCA,Microsoft Becomes The Worlds Most Valuable Company | $MSFT Stock Analysis,2021-11-09T15:00:08Z,microsoft stock
bhtgdjyX-8Y,Microsoft Analysis - MSFT PRICE TARGETS &amp; STOCK BREAKDOWN,2021-10-31T19:53:19Z,microsoft stock
fYv78f6yd8U,Microsoft buys Nuance Communications in a $16 billion deal,2021-04-12T16:18:22Z,microsoft stock
8sIBg9O0Tyw,MSFT (Microsoft Corporation) Stock Technical Analysis | 12/15/2021,2021-12-16T03:33:14Z,microsoft stock
n3_bF41NnS0,MSFT Stock Analysis - AWESOME COMPANY!?,2021-12-08T09:47:30Z,microsoft stock
tAgjryH4hgU,$MSFT - Microsoft Stock: Expect Another Killer Quarter Ahead,2021-04-22T19:29:38Z,microsoft stock
ewJGV0dW0J4,"How Omicron Is Impacting Work-From-Home Stocks: ZM, DOCU, MSFT",2021-12-22T19:42:32Z,microsoft stock
zemOp_WAIh0,Microsoft Stock: Huge Upside Potential! (Bigger than Amazon &amp; Google) | Microsoft Stock Analysis,2021-03-04T14:00:31Z,microsoft stock
q10YZSnAE-I,Microsoft With Strong Fundamentals and Technicals | Bill Baruch joined CNBC ahead of Tech Earnings,2021-07-22T20:42:49Z,microsoft stock
6VfyjPzd8eo,Microsoft Second Quarter 2021 Earnings Report Analysis | Is Microsoft Stock A Buy?,2021-01-26T22:02:25Z,microsoft stock
5BvqHOtk2xk,"Microsoft beat Apple: The most valuable company, How Satya Nadella did it ?",2021-11-10T13:52:02Z,microsoft stock
_7PdmitZn8s,GOOGLE DAY $GOOGL $AMZN $QQQ $MSFT | Live Stock Market Recap,2021-10-27T20:21:00Z,microsoft stock
Qy8cm52E58U,Microsoft - Boston Beer Company - Salesforce  - Stock Price Prediction 2025,2021-05-10T13:00:09Z,microsoft stock
o7FZTm9hXgs,Microsoft Stock Is A Buy? - MSFT Stock Is A Buy At The Right Time,2021-11-11T23:15:31Z,microsoft stock
A_SC7zqa-JM,Microsoft Corporation The big giant multibagger stock - msft stock #microsoft,2021-04-11T12:30:03Z,microsoft stock
DPBtjRpgyCQ,Breaking Down The Microsoft Nuance Partnership | Microsoft Nuance News | MSFT + NUAN,2021-04-22T14:00:11Z,microsoft stock
wheTjXyL_Cc,WATCH: Stock Picks - Microsoft &amp; Cash,2021-01-27T17:39:30Z,microsoft stock
u85VpHjUHhQ,Microsoft Q1 2022 Earnings Report Analysis | Is Microsoft Stock A Buy?,2021-10-27T03:00:17Z,microsoft stock
FzR6XB_9h6s,Microsoft Q3 2021 Earnings Msft Q3 2021 Earnings | Microsoft Earnings Report 2021 | Msft Stock,2021-04-29T14:00:07Z,microsoft stock
-LMQIwIkRnE,HOW TO DAY TRADE OPTIONS $MSFT $AMD ON THE STOCK MARKET FOR PROFIT,2021-07-23T02:20:47Z,microsoft stock
QAZV4tpJMsU,WATCH: Stock Picks - Microsoft &amp; Ninety One,2021-09-20T17:39:49Z,microsoft stock
4Q07Sf09FHA,Microsoft Shares Hit All-Time Highs After Strong Quarterly Report,2021-01-27T16:06:23Z,microsoft stock
BojHGXfvA4I,Is It Too Late To Buy MSFT - Technical Analysis,2021-11-05T02:04:35Z,microsoft stock
esfZT0C0Zw8,Microsoft Stock: Buy or Sell Today? 😣 DON&#39;T make this mistake,2021-09-10T12:45:36Z,microsoft stock
4gv85fkp3VA,Microsoft Stock To Join Apple In $2 Trillion Club #MSFT,2021-04-09T12:59:56Z,microsoft stock
mv1DthOyb-I,Is This The Best Gen Z Stock?? | Microsoft Fundamental Analysis,2021-08-19T19:03:57Z,microsoft stock
RzvkpgzYLMk,Make a lot of MONEY with MSFT in 2021!! microsoft stock review,2021-01-01T10:21:26Z,microsoft stock
uDW2SkgWPsc,"Microsoft Earnings Analysis | Acquisitions, Earnings &amp; Stock price | MSFT earnings",2021-07-27T15:51:11Z,microsoft stock
UMCdlcb7YUc,Weekly Stock Analysis | Microsoft | 9.17.2021,2021-09-18T00:18:48Z,microsoft stock
InXqxx92Mck,Microsoft Corporation ( $MSFT ) stock analysis,2021-12-12T19:26:15Z,microsoft stock
W7rtcD8FF9U,"Stock Market Winners &amp; Losers: Federal Reserves Update, Netflix and Microsoft",2021-06-16T17:51:54Z,microsoft stock
Uf3N9hGTOts,Microsoft Overtakes Apple To Become The World’s Most Valuable Company!!! STOCK PRICE ANALYSIS!,2021-11-19T01:32:55Z,microsoft stock
HmboZQyqC6s,Microsoft becomes second US firm after Apple to pass $2 Trillion in market capitalisation,2021-06-25T05:00:05Z,microsoft stock
D_vRijO2BQk,WATCH: Stock pick — Microsoft,2021-02-01T17:36:49Z,microsoft stock
RZJBEwtqpEc,Trading Microsoft : MSFT  Shares vs CFD vs Call vs Call Spreads,2021-03-31T06:58:15Z,microsoft stock
sl0e_3MdBrc,Microsoft Surface Pro4 Stock  سرفیس پرو4 استوک,2021-06-13T07:30:40Z,microsoft stock
zLveBik8DTM,Orbex: Microsoft’s $20bn Tech Acquisition #stockwatch,2021-04-13T12:39:49Z,microsoft stock
tW_uzW1LXSo,Will Apple &amp; Microsoft Stock Keep Going Up?,2021-07-26T23:07:51Z,microsoft stock
9LLNUzB0TG0,Stock Options for Beginners - Microsoft stock - Buy Call vs Sell Put,2021-11-01T09:00:05Z,microsoft stock
dA26czkwz1g,MSFT STOCK IS A STRONG BUY (Can Easily Hit $400 in 6 Months or Less),2021-12-15T08:16:37Z,microsoft stock
oXpaVpQav94,"MSFT STOCK! #MSFTSTOCK NEWS | MSFT STOCK FORECAST | MSFT STOCK DECEMBER 21 , 2021",2021-12-21T10:09:19Z,microsoft stock
mTkJDTxbsDo,GOOGL Stock Analysis | Is Google Stock a Good Buy Now?,2021-12-07T23:00:16Z,google stock
QDL2AsroQ38,GOOGLE STOCK ANALYSIS - Why It is Undervalued Now!,2021-10-04T11:23:08Z,google stock
A24NhSTZP5E,What Will Google Stock Price Be In 10 Years? (Alphabet Stock Price Prediction),2021-08-17T16:50:39Z,google stock
cThiZPBVk-8,"Google (GOOG, GOOGL) Stock - Accumulate Google Stock @ $2,700 Per Share?",2021-10-26T22:30:16Z,google stock
C2Ip9pt1zGA,5 Reasons Google Stock Will See Exponential Growth in 2021,2021-08-01T16:05:59Z,google stock
ExstCPqinHk,Gene Munster: Google is the oxygen of the internet,2021-10-27T11:35:11Z,google stock
kCoflW7XRpQ,Why GOOGLE stock will always BE CHEAP,2021-10-03T15:25:16Z,google stock
suKDXyuMlAU,Is Google Stock a Buy? | Top Stocks to Buy? | GOOG Stock Analysis,2021-11-03T17:00:41Z,google stock
NvUK53srVyU,Google Stock Analysis - Great Business At Fair Price,2021-04-18T13:00:19Z,google stock
8Cfh3bYBrhw,Why Google shares still look cheap: Oakmark&#39;s Bill Nygren,2021-07-12T20:51:02Z,google stock
